Description,Image,Gender,Specifications
Women RapidDry Training Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11918040/2020/6/15/38aabb48-5706-4143-a2fb-7b0541396ce71592214210423-HRX-by-Hrithik-Roshan-Women-Tshirts-7061592214208696-1.jpg",women,"{'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Sports', 'Pattern': 'Printed', 'Pattern Coverage': 'Chest'}"
Crop Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23063762/2023/5/6/aa86db0b-a339-4de9-8b4d-ce2d753d06ca1683379666835STREET9WomenNavyBlueStripedHoodedPocketsT-shirt1.jpg",women,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Pack Of 2 V-Neck T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017664/2024/3/4/260c200d-61b9-4170-a2b0-30e94d3a06341709550503519COLORCAPITALWomen2V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '2', 'Neck': 'V-Neck', 'Number of Items': '2', 'Occasion': 'Casual'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/6/D4M05IXZ_768d1694ad014e8fbc3931430602ea85.jpg",women,"{'Character': 'Mickey Mouse', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Poster Graphics T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21440698/2024/5/2/dbf91187-ed07-4b72-a0e9-b8b113284c781714649181564KookNKeechLimeGreenPosterGraphicsPrintedPureCottonOversizedT1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25473346/2024/5/15/13291b74-fac5-44c9-9cb3-11757a85100c1715765704814-Levis-Women-Tshirts-3421715765704438-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28119860/2024/3/14/3d33be26-d8bc-47ae-b5c7-06d98cdf0de91710410829958-DILLINGER-Women-Tshirts-201710410829473-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Moisture Wicking T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29669542/2024/5/21/d4f5c3ad-0cd1-45bc-9b71-06b2405ffa361716276019742BlissclubWomenMoistureWickingPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Livln V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/2/26/a9c14ba2-2b80-4da7-8800-5acab16a758f1614325923062-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Typography Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2115291/2017/10/25/11508912500536-Kook-N-Keech-Women-Black-Printed-Round-Neck-T-shirt-251508912500341-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30099359/2024/9/12/6cd8f9b5-6a90-413a-a01f-93a59b06ce081726142183239-DressBerry-Street-Grunge-Aesthetic-Typography-Printed-Colour-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Relaxed Fit V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26548164/2023/12/20/7f525099-7b74-4be8-adbc-26fb170b08421703080345706COLORCAPITALMulticolouredTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26504418/2023/12/19/7eabac25-991a-49e8-8b1e-2ec6df37fd441702929609693BewakoofWomenWhitePrintedPureCottonT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30010593/2024/9/17/b6ec3cf0-0c7e-487f-97bb-b3ec62949c071726549166269-Roadster-Women-Tshirts-4321726549165855-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pack Of 3 Relaxed Fit T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017872/2024/3/4/42983507-c028-403d-ab1b-52dd36867fc71709573574260COLORCAPITALWomen3V-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Solid Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23669418/2024/8/10/f1ab48ec-a1ba-4557-90da-e38a9aa07fe11723280047374-FableStreet-Solid-Round-Neck-T-shirt-9201723280047290-6.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Square Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/3/25/766c3848-2e03-4c11-afd1-830be5f1d71d1616674731784-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Scoop Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Cotton Oversized  T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/Ne14ha98_40f588b68dde438f87eaa551f1c42e39.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Oversize T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23588786/2023/8/9/fc4fe998-2c6f-4d33-834e-15611ca733a91691565613240-Kook-N-Keech-Women-Tshirts-6581691565612799-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Abstract', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women High Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17569652/2022/3/17/71de142f-58c1-4011-863a-f8339ade55101647521279761FableStreetWomenWhitePureCottonT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'High Neck', 'Occasion': 'Work', 'Pattern': 'Solid'}"
Women Solid T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/22/Z6FPBTdn_38392ea079b741bc8c5484ecbd5dc274.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23588760/2023/8/2/f6a8e49d-86c9-4192-be46-7eae8a11f29d1690977001670-Kook-N-Keech-Women-Tshirts-4441690977001313-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24297226/2023/8/1/ac012567-6671-4707-848a-b91e4acd15de1690910318643GlobusWomenGreenPrintedPureCottonAppliqueBoxyT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26387042/2024/2/26/a48129f2-2a67-47f1-91dd-8f833f0054bf1708931878144-Roadster-Women-Tshirts-6071708931877673-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pure Cotton Boxy T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/KO22hdly_188eb8a0db8f49c8ac93c274426a3635.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Boxy', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
V-Neck Casual T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28011208/2024/3/4/53fd7b41-d784-413f-9fe1-4a602aeb1fcf1709528359332COLORCAPITALTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12193404/2020/9/30/41c6d983-6ce8-485b-8a7a-bed5e925feec1601467540505-Roadster-Women-Tshirts-9501601467539159-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women High Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/15/67216846-9d1b-477a-afff-d3ed9b68c2051623755618313-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fabric 3': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'High Neck'}"
LivIn Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456896/2023/10/13/6adbbe9c-83b4-4523-abb8-dbeb3ce3dbac1697199536257FableStreetWomenBlackLivInPoloCollarT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/30/4taRdDOK_ae6d1e9d89fb43958fe57f2e4f14e5b6.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27758104/2024/2/21/d22bd345-3da4-4a8b-b6d8-3800444ee6161708535381230TheSouledStoreWomenTypographyMinionsPrintedDrop-ShoulderSlee1.jpg",women,"{'Character': 'Minions', 'Fabric': 'Cotton', 'Fabric 2': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
LivIn Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456890/2021/9/13/9acaa6ad-ad97-45da-a816-d305ff76145e1631553953628FableStreetWomenMaroonPoloCollarPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Striped Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23088676/2023/5/8/9cd5aae7-58f8-43ae-8d1d-5a0c1c3353c91683569670384MINTSTREETWomenLavenderV-NeckPocketsT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Striped'}"
Plus Size Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27256140/2024/1/31/b393f5ae-4ee9-461d-932e-e7cc1cb2e0151706682217406BewakoofPlusWomenTypographyPrintedPoloCollarPureCottonAppliq1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pack Of 3 V-Neck T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017818/2024/3/4/0c807b4d-f47f-4ef3-b9f9-56cec7abe3511709573620548COLORCAPITALWomen3V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '3', 'Neck': 'V-Neck', 'Number of Items': '3', 'Occasion': 'Casual'}"
Women Pockets T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29905882/2024/9/28/5ac8becd-6f3d-4c1d-afe0-4e6791434e211727530976376-JUNEBERRY-Women-Pure-Cotton-Pockets-T-shirt-181727530976057-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Typography Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/xPb2GGOz_600acd60e2b943599b1aaa3ef68dd2b0.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Sports T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30093609/2024/9/12/180fa506-71e7-4059-a5ab-2943f4e6b4151726140022455-HRX-by-Hrithik-Roshan-Women-Tshirts-701726140022027-1.jpg",women,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fabric 2': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Graphic Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25958018/2024/3/22/b50bc2e4-f3fb-4591-bf1e-3c63acf96b311711086715951-Bewakoof-Brown-Calm-Down-Graphic-Printed-Oversized-Cotton-T--7.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women High Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/15/e61412f7-7fa7-4c89-9c50-7ec3ed3acdb31623755598118-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fabric 3': 'Elastane', 'Fit': 'Regular Fit', 'Length': 'Crop', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'High Neck'}"
Livln V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/2/26/a0ede72c-2582-42a0-86e6-ad1d52f7361a1614314152712-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Women Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/30/j9W5Aj7u_4d04d43eabe94ecaab754057a37b4ffd.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25332488/2023/10/18/488a69a6-5d48-4f29-b2f0-68329238967c1697628877869-Roadster-Women-Tshirts-6331697628877551-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25796268/2023/11/7/99a08c8e-f05c-4d09-ad5a-8ef81550d9b61699364923681JUNEBERRYWomenBlackTypographyPrintedDrop-ShoulderSleevesAppl1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29499170/2024/5/28/205677df-c80f-4436-9e40-8eec9f2b494c1716892379595-DILLINGER-Women-Tshirts-3701716892379023-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Women Oversized Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29946585/2024/6/12/df7f0a85-3f15-4839-b7aa-56faf96130d41718174954990TheSouledStoreWomenAppliqueT-shirt1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized Crop T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23961142/2023/7/10/d0f6f637-07ad-49b5-94e6-86c27b198e6b1689004059868GlobusWomenGreenPrintedV-NeckT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Crop', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26387088/2024/2/26/1bea777b-fe9a-4d01-8412-f9eedb7d94131708931400907-Roadster-Women-Tshirts-121708931400539-1.jpg",women,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23514804/2024/3/22/0e92ac98-7940-4e0e-9485-a7b48b64b8f51711086073695-Bewakoof-Space-X-Graphic-Printed-Drop-Shoulder-Sleeves-Cotto-7.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pack Of 2 V-Neck T-shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28017664/2024/3/4/260c200d-61b9-4170-a2b0-30e94d3a06341709550503519COLORCAPITALWomen2V-NeckExtendedSleevesPocketsT-shirt1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': '2', 'Neck': 'V-Neck', 'Number of Items': '2', 'Occasion': 'Casual'}"
Printed Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28174620/2024/5/15/19ad79fe-5cd7-4778-9921-c49b18e8361b1715751619376-Roadster-Women-Tshirts-3891715751618964-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Compression T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26404520/2023/12/13/64258aa0-7455-4a0b-9b2f-6790f5b4b8161702485706944NEVERLOSEWomenNavyBlueCompressionT-shirt1.jpg",women,"{'Fabric': 'Nylon', 'Fit': 'Compression', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25473346/2024/5/15/13291b74-fac5-44c9-9cb3-11757a85100c1715765704814-Levis-Women-Tshirts-3421715765704438-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Round Neck Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13551246/2021/2/26/c5db14dc-1034-48e0-81e4-9fe92d76d8ca1614344182637-DILLINGER-Women-Tshirts-4501614344181056-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Brand Logo Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23687152/2023/7/10/91de4ec0-f3c3-4b0c-a58e-98a014d1cb4d1688987169901-Levis-Women-Brand-Logo-Print-Knitted-Pure-Cotton-T-shirt-834-1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Livln V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/2/26/a9c14ba2-2b80-4da7-8800-5acab16a758f1614325923062-1.jpg",women,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Brand Logo Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21533314/2023/9/12/2ec0a72c-7683-4230-8c34-08b282fa19871694513087606PumaBrandLogoPureCottonRelaxedFitT-shirt1.jpg",women,"{'Fabric': 'Pure Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
V-Neck Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27512442/2024/2/10/3dc97b96-4e70-42d3-90a8-7dcef02125871707550116897LoungeTshirts1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Neck': 'V-Neck', 'Pattern': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Machine Wash'}"
Relaxed Fit V-Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26548164/2023/12/20/7f525099-7b74-4be8-adbc-26fb170b08421703080345706COLORCAPITALMulticolouredTop1.jpg",women,"{'Fabric': 'Viscose Rayon', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'V-Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
