description,image_url,gender,item_type,specifications
Women Slim Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22427676/2023/3/20/ea517cb0-36f6-446b-8eca-2310d0d08d3f1679293942093TokyoTalkiesWomenBlueSlimFitLowDistressJeans1.jpg",women,jeans,"{'fit': 'Slim Fit', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25779258/2023/11/6/5550a4fb-271e-4b94-9fa5-c6f8d015ee8f1699264669920USPoloAssnWomenWomenGreySkinnyFitLightFadeStretchableJeans1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16882734/2022/5/5/cf4e438e-39c8-4af9-82bf-318a01a8c3fb1651751693518-Mast--Harbour-Women-Jeans-7531651751692891-1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women High -Rise Flared Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22427578/2023/3/20/21f0d195-19fa-4acb-a93e-e23281c0f5341679290886909TokyoTalkiesWomenBlueFlaredJeans1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Cropped'}"
Regular Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29872771/2024/6/1/6c4b21bc-2428-464f-9f7e-651144053b8e1717224849975DOLCECRUDOWomenWideLegHigh-RiseSlashKneeLightFadeStretchable5.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Cropped'}"
Straight Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/16/4whVL1CM_16c54f90bd884eb2b95c2896514f739c.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Straight Fit  Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/26/FMORlBS5_3dca6ab95ec34a96b0ae510f422960c8.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
High-Rise Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/20/efgEnex2_8081c8b395364dc38c4687d31c82be47.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Wide Leg High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26462010/2024/6/21/1e6f48f9-6094-4969-afeb-03c2b55e62901718970380268-Chemistry-Women-High-Rise-Cargo-Style-Wide-Leg-Jeans-3591718-1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Slim Stretchable Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15773136/2022/1/31/7977d261-a77d-4824-a26a-1cafa34b511e1643614157623-Roadster-Women-Blue-Stretchable-Jeans-5071643614156609-1.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Regular'}"
Women Bootcut Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/23/98116f6e-eced-4f86-8f57-0aa2f342b7ea1569221681236-1.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Cropped'}"
Women Flared Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/16/8ec3513b-db00-45d6-876f-9f91fe57f28b1602799064297-1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Regular'}"
Women Relaxed Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25578246/2023/10/21/ce25272c-6b5c-44c1-9494-3b5d8701a60f1697868872433STREET9WomenBlackComfortRelaxedFitHigh-RiseMildlyDistressedL1.jpg",women,jeans,"{'fit': 'Relaxed Fit', 'length': 'Regular'}"
Straight Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/25/oQsCpSeP_6bb5a9bd1f0e4a8fb32c8ada5a73d87b.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30761485/2024/9/12/d480640d-36b0-4e7a-a2a1-99a53f5e10501726150465310-Tokyo-Talkies-Women-Skinny-Fit-Stretchable-Jeans-55217261504-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Bootcut High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/13/2nlvqx7o_c776a2855d49440d830ed7b90dee7fe3.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Regular'}"
Women Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25320392/2023/10/2/b52e495d-7bdb-4849-b135-16b28bf68e381696247387438MastHarbourWomenStraightFitHigh-RiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Light Fade Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23416836/2023/5/26/3dd92c88-34bc-43a9-87a6-f586da2784971685082702806FlyingMachineWomenBlueHigh-RiseLowDistressLightFadeStretchab1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Regular'}"
Plus Size Women Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15832164/2022/2/1/a7f05d3c-d343-49b5-8152-140759648a5b1643709400030-Sztori-Women-Jeans-581643709399328-2.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Slim Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3112213/2018/3/9/11520600624852-Miss-Chase-Women-Black-Slim-Fit-High-Rise-Highly-Distressed-Stretchable-Jeans-661520600624698-1.jpg",women,jeans,"{'fit': 'Slim Fit', 'length': 'Regular'}"
Women Wide Leg  Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15773392/2022/1/20/0097ed7d-7883-4e22-a7b6-583f3660f7ff1642681884640-Roadster-Women-Jeans-2141642681883971-1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Flared High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28095142/2024/9/14/62bfe534-acfd-4b37-b075-81c53d688bdc1726309639510-Styli-Women-Flared-High-Rise-Heavy-Fade-Stretchable-Jeans-23-1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Cropped'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23911874/2023/7/6/fa549698-1a7f-4c9e-817e-923d310211c21688653006707HighStarWomenBlueHigh-RiseSlashKneeLightFadeJeans4.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Cropped'}"
Women High-Rise Cargo Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/JULY/23/umaAUZWl_2bafbab26c7e474d8a4fd29f877a40ab.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Flared High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28041676/2024/3/5/f3231480-a563-4c82-bc12-0bf56f5577311709638895288STREET9WomenSmartFlaredHigh-RiseMildlyDistressedLightFadeJea1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Regular'}"
Women Skinny Fit Cropped Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14094164/2021/7/15/24ecee12-d76c-4492-9f66-582beee35bd31626350193240-Roadster-Women-Black-Skinny-Fit-High-Rise-Stretchable-Jeans--1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Cropped'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25396482/2023/10/7/20565550-b722-47e4-a358-e6680d8d6e8e1696656594704Jeans1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26273104/2024/5/10/a72b319b-3a43-4990-9b33-ce58e951c4a41715336000482-Roadster-Women-Jeans-3231715335999857-1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Super Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13315010/2021/6/11/6059e1b5-7ace-4a1f-add5-d209067616f41623415138208JeansRoadsterWomen1.jpg",women,jeans,"{'fit': 'Super Skinny Fit', 'length': 'Regular'}"
Women Wide Leg Low-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29412074/2024/8/1/d8be89bc-b4da-422b-8d18-135ca7d72fa41722504224275-Roadster-Women-Jeans-7161722504223639-1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Wide Leg Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19537750/2024/7/18/aca0925d-0d11-4280-80dd-73373a5cc9d91721300334960FlyingMachineWomenBlackWideLegMidRiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Wide Leg Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26386890/2024/5/29/fc67d766-b07f-4389-a5ce-95686119fafb1716982224952-DressBerry-Women-Jeans-4151716982224398-1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11541552/2020/10/28/6ec2d071-ab78-4983-b9ec-111e6d47205c1603864404760-Roadster-Women-Jeans-7231603864402147-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Cropped'}"
Women Cotton Baggy Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/4/EIUUyOow_0fda1bc06e684e92ae1cf1ab1e6b9ae5.jpg",women,jeans,"{'fit': 'Relaxed Fit', 'length': 'Regular'}"
Women Mid-Rise Slim Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22427610/2023/3/20/1242631e-fc38-4f1f-96e8-e470bbf20f471679301249553TokyoTalkiesWomenBlackSlimFitJeans1.jpg",women,jeans,"{'fit': 'Slim Fit', 'length': 'Cropped'}"
Women 90'S Baggy Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29412088/2024/8/14/41eb4aa6-bd1c-4250-8844-e883416a00c31723619872493-Roadster-Women-Jeans-4941723619871945-1.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Regular'}"
Women Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29828746/2024/5/28/b20789f3-65b5-4df0-8552-58e6d9a7c0301716893451465KottyWomenStraightFitHigh-RiseHighlyDistressedStretchableJea1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Mom Fit High Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25228908/2023/11/29/b31bf9b8-c5a3-4588-8f85-937b0f62bb991701236672509-Roadster-Women-Jeans-4611701236672063-1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Regular'}"
Straight Fit High Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29622740/2024/5/18/9f705f2e-a122-4a14-894c-fc3f6e3398791716003437127FlyingMachineWomenStraightFitHigh-RiseHeavyFadeJeans1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Relaxed Fit Fadded Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/25/N64ZFK2q_e71ee8582d1549ce9a894400e246cee5.jpg",women,jeans,"{'fit': 'Relaxed Fit', 'length': 'Regular'}"
Women Bootcut Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24760746/2024/7/18/ef484b16-c5c4-4e9d-beb9-b4e0ee8d70851721282205176-Flying-Machine-Women-Mid-Rise-Bootcut-Fit-Clean-Look-Non-Str-11.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Regular'}"
Women Plus Size  Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22748488/2023/4/12/41223e43-e8a4-48d0-8cd6-a4716e69c6f61681304245414Jeans1.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Cropped'}"
Women Dad Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15773452/2022/3/3/3ce79faf-ae7d-4217-b9b1-fcf76257c5c11646290255094-Roadster-Women-Jeans-1491646290254377-1.jpg",women,jeans,"{'fit': 'Dad Fit', 'length': 'Regular'}"
Women Flared Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22427670/2023/3/20/e5017dd8-4df4-46d5-9a12-bfe5aedcf3c81679295954120TokyoTalkiesWomenBlueFlaredJeans1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Cropped'}"
Women Slim Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11554552/2023/6/12/947fb59a-8cc1-4f9a-ad70-456173f9ff161686562771770-High-Star-Women-Plus-Size-Black-Slim-Fit-High-Rise-Clean-Loo-1.jpg",women,jeans,"{'fit': 'Slim Fit', 'length': 'Cropped'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12787558/2020/11/12/7cb3caf6-c75b-4e66-8f53-2f2fc7b256951605172075404-Roadster-Women-Jeans-6291605172073538-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25868880/2023/11/13/9b43a899-4200-43fd-b3d7-93a8b154ef8d1699851627144SASSAFRASWomenBlueHigh-RiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Regular'}"
Women High-Rise Bootcut Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22645826/2024/5/30/9882e8fc-8b56-44dd-b9de-85b4fcc36d6f1717049014171FreehandbyTheIndianGarageCoWomenGreenHighRiseStretchableBoot1.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Cropped'}"
Women Super Skinny Crop Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278648/2022/8/30/378d705d-f1af-4c7d-9fe7-e0a62e8f5e0f1661851638610-Roadster-Women-Blue-Super-Skinny-Fit-Mid-Rise-Clean-Look-Str-1.jpg",women,jeans,"{'fit': 'Super Skinny Fit', 'length': 'Cropped'}"
Women Flared Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/25/gPpVyVpy_f59b5cfdcd344939b1a4d4b257789799.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Regular'}"
Women Bootcut High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27331762/2024/7/18/e0214151-bfe4-4c67-a6aa-860d493e004d1721291361579-Flying-Machine-Women-Bootcut-High-Rise-Heavy-Fade-Stretchabl-11.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Regular'}"
Women Flared Bootcut Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29598948/2024/7/8/d1f50cfd-b3aa-42eb-95fa-cacaca0cedf71720440507848-Mast--Harbour-Women-Jeans-351720440507252-1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13664942/2023/7/6/28bd3e09-eac4-44fc-a49c-9c8be8fd84261688623060806-DOLCE-CRUDO-Women-Navy-Blue-Skinny-Fit-Mid-Rise-Clean-Look-J-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Cotton Cargo Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24997812/2023/9/15/14e6f2b9-6a89-4b0b-b694-8bf6e654633f1694760553931IVOCWomenBlackTrousers1.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Cropped'}"
High-Rise Boyfriend Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13710230/2024/9/17/c316b7c0-d3c7-4eb4-8d32-9e49fe33482e1726566420240-The-Roadster-Lifestyle-Co-Women-Laidback-Luxe-Stretchable-Hi-1.jpg",women,jeans,"{'fit': 'Boyfriend Fit', 'length': 'Cropped'}"
Women Low-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16723168/2022/2/8/7bd76a62-2e62-48f4-9dd7-224e1915d4901644295582364-Tokyo-Talkies-Women-Charcoal-Low-Rise-Jeans-7851644295581659-1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Cropped'}"
Super Skinny Fit  Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11541500/2021/6/21/5ee1ce96-6412-4d0f-bdc2-66eae6990e451624255797758-Roadster-Women-White-Slim-Fit-Mid-Rise-Clean-Look-Stretchabl-4.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Cropped'}"
Straight Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/27/pAcY56T0_f161faa82823434c935bb85e242e2971.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16679596/2022/3/30/16f2c4bf-4a64-4493-8878-ed80d79d37f21648630563851-DressBerry-Women-Blue-Skinny-Fit-Light-Fade-Stretchable-Jean-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Cropped'}"
Women Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29889920/2024/6/4/0362e090-a690-4edf-bc5b-27a1de8d28fd1717485122791FASHIONFIBREWomenComfortStraightFitHigh-RiseLightFadeStretch1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Cropped'}"
Women Straight Fit Low-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29928277/2024/6/8/e010f2fc-0a5c-4ce6-8ff7-b81365ab37d51717851866841KottyWomenStraightFitLow-RiseLightFadeStretchableJeans1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Wide Leg Coloured Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26898062/2024/6/13/40271c1e-8117-40bf-8305-838f90ca4bbc1718270403566-Mast--Harbour-Women-Wide-Leg-Coloured-Jeans-3481718270402959-1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28080850/2024/6/21/f081e4ee-ef09-4354-a131-2d28293a8c831718969780325-all-about-you-Women-Jeans-7581718969779803-1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Cropped'}"
Straight Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/19/EaEgxHWT_5cbd30ca5faf412ab12a08f4dffdbee0.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Regular'}"
Women Wide Leg High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/25/khisTyse_7aba25af370a463298f92e92a868d4fe.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15265896/2022/7/13/f3678cf8-6edc-43d7-adac-15dc49c9e40a1657696889157-MANGO-Women-Blue-Noa-Skinny-Fit-High-Rise-Light-Fade-Stretch-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/27/hURBf4n4_20b7fb81dc9c4a0e9e0c65229c999841.jpg",women,jeans,"{'fit': 'Relaxed Fit', 'length': 'Regular'}"
Women Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29598924/2024/7/18/62160c67-42e2-4aa8-a2af-76f2616fa67e1721292842947-Mast--Harbour-Women-Jeans-9231721292842322-1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Regular'}"
Women Boyfriend Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15773126/2022/6/29/94fc8ea1-127d-4541-bb13-26ad7b6aaa1c1656502492670-Roadster-Women-Jeans-1171656502492022-1.jpg",women,jeans,"{'fit': 'Boyfriend Fit', 'length': 'Regular'}"
Women Wide Leg High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31023693/2024/10/1/8c4ce12c-9d4a-4557-a447-52bcc2832b781727770612243-DOLCE-CRUDO-Women-Wide-Leg-High-Rise-Light-Fade-Stretchable--1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Wide Leg Cargo Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26273158/2024/8/9/4f6a5674-4995-464e-b21a-2a29570f424f1723184314258-Roadster-Women-Jeans-4551723184313734-1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Wide Leg Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23350608/2023/5/23/852d0032-7269-4079-ab3a-26165cc4582c1684833783005BAESDWomenWhiteWideLegHigh-RiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Cropped'}"
Women Mom Fit High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28080916/2024/6/21/d487cc29-4b27-4a96-904e-eda33a2488801718969925645-all-about-you-Women-Jeans-4271718969925049-1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Regular'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29412240/2024/8/22/97211e7e-fc4a-47e6-9864-71b189e694b31724316960882-Roadster-Women-Jeans-7511724316960371-4.jpg",women,jeans,"{'fit': 'Wide Leg', 'length': 'Regular'}"
Women Bootcut High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/20/Xolc66jG_b35527c6a60d44cab62e89175ce20668.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22667490/2023/4/6/2082cc3b-fe77-4be8-a882-7daa9709d4a31680764185720UrbanoFashionWomensLightBlueSkinnyFitWashedJeans1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Cropped'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29330360/2024/9/5/a3315a60-f2e9-4123-a0b2-2ca528eec6a31725526876091-Mast--Harbour-Women-Jeans-2491725526875575-1.jpg",women,jeans,"{'fit': 'Jogger', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15373286/2021/11/26/e123a21e-5722-4b57-b799-db23f4a77ffd1637913286003-Mast--Harbour-Women-Jeans-8981637913285052-1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Plus Size Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28286472/2024/3/15/ec850ce0-2c2c-406a-8fd5-40d9a2fc9f251710490998448TurningBlueWomenStraightFitHigh-RiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Cropped'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25115528/2023/9/22/c5cc7928-28ac-4706-aac6-a601e1c2945f1695387350257TokyoTalkiesWomenBlueSkinnyFitHighlyDistressedStretchableJea1.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Relaxed Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23601062/2023/6/28/0760c63b-4ba1-4c21-bb88-b2515d40f6081687949644798-Bene-Kleed-Women-Mid-Rise-Relaxed-Fit-Jeans-1891687949644311-1.jpg",women,jeans,"{'fit': 'Relaxed Fit', 'length': 'Regular'}"
Women Relaxed Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28412712/2024/3/21/5fded8dd-2145-4ad7-a928-7e6c4594a83a1710996970796KrausJeansWomenRelaxedFitHigh-RiseHighlyDistressedJeans1.jpg",women,jeans,"{'fit': 'Relaxed Fit', 'length': 'Cropped'}"
Plus Size Women Flared Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25918638/2023/11/17/13f0c696-f065-4b77-bf15-1c8dbd48d5e91700213606851TurningBlueWomenBlackFlaredHigh-RiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Flared', 'length': 'Regular'}"
Women Skinny Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25829260/2024/3/26/4719fd7d-b078-4a65-a7b3-9f643084ca741711434161789-all-about-you-Women-Jeans-1681711434161362-4.jpg",women,jeans,"{'fit': 'Skinny Fit', 'length': 'Regular'}"
Women Solid High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/12/UkwhtAau_0688e3ce2ff64da9b99ce1e20588a6c8.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Regular'}"
Women Stretchable Joggers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27653846/2024/2/17/4705603e-20ab-4c00-b093-2d44038ade631708147126762WomensLightBlueRegularHighRiseCleanLookRegularStretchableden2.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Regular'}"
Women Straight Fit Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23044472/2023/5/5/423452bc-2743-4b84-9136-270a77c644bb1683292732393FreehandWomenBlueStraightFitHigh-RiseMildlyDistressedLightFa1.jpg",women,jeans,"{'fit': 'Straight Fit', 'length': 'Cropped'}"
Women Bootcut Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23830368/2023/6/30/8e8ed1d7-68bc-4d76-a958-71d2610dfb7e1688127692029MissChaseWomenBlackBootcutHigh-RiseStretchableJeans1.jpg",women,jeans,"{'fit': 'Bootcut', 'length': 'Regular'}"
Women Plus Size Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28107220/2024/3/7/242eb442-a89a-4980-bf97-a2701b83b09d1709810896616StyleQuotientWomenHigh-RiseHeavyFadeStretchableJeans1.jpg",women,jeans,"{'fit': 'Mom Fit', 'length': 'Regular'}"
Women High-Rise Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28439646/2024/3/22/a99a6eae-1b45-4d08-a037-a443b543309d1711092701523FREAKINSWomenHigh-RiseSlashKneeJeans1.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Regular'}"
Mid Rise Regular Fit  Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/JULY/16/x3xtsp7q_4ff01aeb0346480b8868c1f8606f7206.jpg",women,jeans,"{'fit': 'Regular Fit', 'length': 'Cropped'}"
